deposit,age,job,education,default,housing,loan,contact,month,duration,campaign,pdays,poutcome
no,37,bluecollar,secondary,no,yes,no,cellular,apr,419,2,151,failure
no,58,services,secondary,no,yes,no,cellular,apr,861,6,321,failure
no,27,services,secondary,no,yes,no,cellular,apr,282,2,320,other
no,52,bluecollar,secondary,no,yes,no,cellular,apr,270,2,325,failure
no,46,bluecollar,primary,no,yes,no,cellular,apr,249,3,237,failure
no,48,unemployed,secondary,no,yes,yes,cellular,apr,242,2,307,failure
no,37,bluecollar,secondary,no,yes,no,cellular,apr,46,2,285,failure
no,40,management,tertiary,no,yes,no,telephone,apr,32,2,266,failure
no,53,bluecollar,primary,no,yes,no,telephone,apr,26,4,150,failure
no,55,admin,secondary,no,yes,yes,cellular,apr,124,4,150,other
no,37,bluecollar,secondary,no,yes,no,cellular,apr,87,2,347,failure
no,43,bluecollar,secondary,no,no,no,cellular,apr,316,2,264,failure
no,50,services,secondary,no,yes,no,cellular,apr,102,6,235,failure
no,35,bluecollar,secondary,no,yes,no,cellular,apr,93,3,329,failure
no,51,bluecollar,primary,no,yes,no,cellular,apr,122,4,238,other
no,44,management,secondary,no,yes,no,cellular,apr,101,4,328,failure
no,34,management,tertiary,no,yes,no,cellular,apr,243,2,153,failure
no,38,services,primary,no,yes,no,cellular,apr,355,3,151,failure
no,29,bluecollar,secondary,no,yes,no,cellular,apr,72,3,341,other
no,37,management,secondary,no,yes,no,cellular,apr,196,2,283,failure
no,27,bluecollar,primary,no,yes,no,cellular,apr,255,2,272,other
no,38,management,tertiary,no,yes,no,telephone,apr,5,3,150,failure
yes,29,selfemployed,secondary,no,no,yes,cellular,apr,158,2,181,success
yes,41,management,tertiary,no,no,no,cellular,apr,314,1,239,failure
yes,33,admin,tertiary,no,no,no,cellular,apr,104,1,183,failure
yes,37,management,tertiary,no,yes,no,cellular,apr,242,5,153,failure
yes,38,services,secondary,no,yes,no,cellular,apr,701,1,176,success
yes,47,technician,secondary,no,yes,no,cellular,apr,968,1,87,failure
yes,47,bluecollar,secondary,no,yes,no,cellular,apr,412,1,169,success
yes,36,admin,secondary,no,no,no,cellular,apr,208,1,87,success
no,33,management,tertiary,no,no,no,cellular,apr,169,2,83,success
no,45,selfemployed,secondary,no,no,no,cellular,apr,78,2,176,success
no,36,technician,secondary,no,yes,no,cellular,apr,58,1,163,failure
no,39,bluecollar,secondary,no,yes,no,cellular,apr,53,1,325,failure
yes,56,management,tertiary,no,no,no,cellular,apr,225,1,83,success
no,58,management,tertiary,no,no,no,cellular,apr,258,2,160,other
yes,35,admin,tertiary,no,no,no,cellular,apr,400,1,87,failure
no,30,technician,tertiary,no,yes,no,cellular,apr,284,1,339,failure
yes,33,bluecollar,unknown,no,yes,yes,cellular,apr,482,1,161,failure
yes,46,services,secondary,no,no,no,cellular,apr,268,1,261,other
yes,33,management,tertiary,no,no,no,cellular,apr,526,2,87,failure
yes,37,management,tertiary,no,no,no,cellular,apr,315,1,87,success
yes,53,management,tertiary,no,no,no,cellular,apr,284,3,84,success
no,33,management,tertiary,no,no,no,cellular,apr,94,1,85,failure
no,58,retired,secondary,no,no,no,cellular,apr,249,1,85,other
no,31,management,tertiary,no,yes,no,cellular,apr,97,2,87,other
yes,47,management,tertiary,no,no,no,cellular,apr,387,3,87,success
no,47,technician,secondary,no,yes,no,cellular,apr,81,1,164,failure
no,31,selfemployed,tertiary,no,no,no,telephone,apr,107,1,80,success
no,31,services,tertiary,no,no,no,cellular,apr,214,1,87,failure
yes,54,technician,secondary,no,yes,no,cellular,apr,258,1,86,success
no,53,bluecollar,secondary,no,no,no,cellular,apr,211,1,86,success
yes,46,management,tertiary,no,no,no,cellular,apr,970,1,87,failure
yes,35,management,tertiary,no,no,no,cellular,apr,266,1,87,failure
no,58,bluecollar,unknown,no,no,no,cellular,apr,122,1,167,success
yes,47,bluecollar,primary,no,yes,no,cellular,apr,774,2,164,failure
no,54,management,unknown,no,yes,no,cellular,apr,112,1,281,failure
no,26,student,unknown,no,no,no,cellular,apr,121,1,63,failure
yes,34,management,tertiary,no,yes,no,cellular,apr,300,1,86,success
yes,54,management,tertiary,no,no,yes,cellular,apr,240,1,162,failure
no,47,bluecollar,secondary,no,yes,no,cellular,apr,189,3,344,failure
no,59,housemaid,primary,no,no,no,cellular,apr,92,1,86,failure
yes,39,management,tertiary,no,no,no,cellular,apr,342,3,22,other
yes,33,bluecollar,tertiary,no,no,no,cellular,apr,169,1,80,success
yes,34,management,tertiary,no,no,no,cellular,apr,317,1,160,other
no,27,admin,tertiary,no,no,no,cellular,apr,374,1,79,success
no,27,student,unknown,no,no,no,cellular,may,130,1,91,failure
yes,40,technician,tertiary,no,yes,no,cellular,may,392,2,91,success
yes,28,unemployed,primary,no,no,no,cellular,may,193,1,87,failure
yes,33,management,tertiary,no,no,no,cellular,may,267,1,91,failure
no,34,technician,tertiary,no,yes,no,cellular,may,301,1,88,success
yes,41,bluecollar,secondary,no,no,no,cellular,may,963,1,83,success
yes,49,management,tertiary,no,no,no,telephone,may,1076,3,175,success
no,44,bluecollar,secondary,no,yes,no,cellular,may,64,2,19,failure
no,52,unemployed,secondary,no,no,no,cellular,may,223,9,4,success
no,22,admin,tertiary,no,yes,no,cellular,may,98,4,89,success
no,39,services,secondary,no,no,no,cellular,may,106,1,91,failure
no,57,admin,secondary,no,no,no,cellular,may,490,3,168,failure
yes,32,student,tertiary,no,no,no,cellular,may,214,3,83,success
yes,48,bluecollar,secondary,no,yes,no,telephone,may,412,5,350,success
no,29,management,tertiary,no,no,no,cellular,may,54,1,96,failure
no,41,management,tertiary,no,no,no,cellular,may,63,3,272,other
no,41,bluecollar,secondary,no,yes,no,cellular,may,130,3,312,failure
no,33,management,tertiary,no,no,no,cellular,may,75,5,167,other
no,45,technician,secondary,no,yes,no,cellular,may,562,3,168,other
no,31,management,tertiary,no,yes,no,cellular,may,99,2,14,failure
yes,39,management,tertiary,no,yes,no,cellular,may,815,6,167,failure
no,26,bluecollar,primary,no,yes,no,cellular,may,230,6,360,other
yes,39,management,tertiary,no,yes,no,cellular,may,716,3,263,failure
no,29,bluecollar,secondary,no,yes,no,cellular,may,174,5,346,failure
no,24,student,unknown,no,no,no,cellular,may,12,7,91,other
yes,35,entrepreneur,secondary,no,no,no,cellular,may,429,4,164,failure
no,31,admin,secondary,no,no,no,cellular,may,10,4,87,failure
no,41,technician,secondary,no,yes,no,cellular,may,14,5,75,success
yes,28,bluecollar,secondary,no,yes,no,cellular,may,226,2,319,success
no,33,management,tertiary,no,yes,no,cellular,may,17,5,349,failure
no,40,bluecollar,secondary,no,yes,no,cellular,may,99,5,333,other
no,45,management,primary,no,yes,no,cellular,may,632,5,287,success
no,29,management,tertiary,no,yes,no,telephone,may,363,1,333,other
no,31,management,tertiary,no,yes,yes,cellular,may,168,1,265,failure
no,41,services,secondary,no,yes,yes,cellular,may,243,1,169,failure
no,30,bluecollar,secondary,no,yes,yes,cellular,may,145,1,337,failure
no,33,management,tertiary,no,yes,no,cellular,may,301,1,365,failure
yes,35,student,secondary,no,yes,no,cellular,may,863,1,78,success
no,36,bluecollar,secondary,no,yes,no,cellular,may,62,1,355,other
no,30,management,tertiary,no,yes,no,cellular,may,381,1,342,failure
no,26,management,tertiary,no,yes,yes,cellular,may,247,2,358,failure
no,25,admin,tertiary,no,yes,no,cellular,may,718,1,347,failure
no,38,technician,secondary,no,yes,yes,cellular,may,236,1,287,failure
no,38,bluecollar,secondary,no,yes,no,cellular,may,87,4,349,failure
no,34,management,tertiary,no,yes,no,cellular,may,106,1,362,other
no,40,technician,tertiary,no,yes,no,cellular,may,159,1,365,failure
no,42,management,tertiary,no,yes,no,cellular,may,42,1,272,failure
no,33,management,tertiary,no,yes,no,cellular,may,470,2,166,failure
no,37,technician,tertiary,no,yes,no,cellular,may,249,1,300,failure
no,35,services,secondary,no,yes,no,cellular,may,60,2,347,failure
no,35,entrepreneur,tertiary,no,no,no,cellular,may,74,1,168,failure
no,53,services,primary,no,yes,yes,cellular,may,343,4,167,other
no,35,services,secondary,no,yes,yes,cellular,may,442,2,278,failure
no,33,management,tertiary,no,yes,no,cellular,may,335,2,165,other
no,51,management,unknown,no,yes,no,cellular,may,176,2,341,failure
no,36,technician,secondary,no,yes,no,cellular,may,122,2,344,failure
no,52,technician,secondary,no,yes,no,cellular,may,178,2,363,failure
no,42,bluecollar,secondary,no,yes,no,cellular,may,319,2,169,failure
no,27,admin,secondary,no,yes,no,cellular,may,209,5,343,failure
no,28,services,secondary,no,yes,yes,cellular,may,211,2,278,other
no,30,management,tertiary,no,yes,no,telephone,may,36,7,165,other
no,42,services,secondary,no,yes,no,cellular,may,238,3,340,failure
no,36,technician,secondary,no,yes,no,telephone,may,193,1,335,failure
no,44,bluecollar,primary,no,yes,no,telephone,may,408,2,350,failure
no,56,management,tertiary,no,yes,yes,cellular,may,221,1,169,failure
no,41,bluecollar,primary,no,yes,no,cellular,may,104,2,365,failure
no,39,services,secondary,no,yes,no,cellular,may,55,2,345,other
yes,49,bluecollar,secondary,no,yes,no,cellular,may,451,1,169,failure
no,35,management,tertiary,no,yes,yes,cellular,may,113,1,351,other
no,60,bluecollar,primary,no,yes,no,cellular,may,210,2,254,failure
yes,27,admin,secondary,no,yes,yes,cellular,may,653,1,334,success
no,40,services,secondary,no,yes,no,cellular,may,207,1,351,failure
no,50,technician,secondary,no,yes,no,cellular,may,327,1,356,other
no,36,services,secondary,no,yes,no,cellular,may,215,3,280,failure
no,34,admin,tertiary,no,yes,no,cellular,may,285,1,288,other
no,58,management,tertiary,no,yes,yes,cellular,may,293,1,351,failure
no,56,management,tertiary,no,yes,no,cellular,may,100,2,168,failure
no,32,bluecollar,secondary,no,yes,yes,cellular,may,132,1,300,failure
no,36,admin,secondary,no,yes,no,cellular,may,403,1,345,failure
no,30,admin,secondary,no,yes,no,cellular,may,174,1,365,failure
no,27,entrepreneur,unknown,no,yes,yes,cellular,may,465,1,289,failure
yes,30,management,tertiary,no,yes,yes,cellular,may,984,1,343,failure
no,30,entrepreneur,secondary,no,yes,no,cellular,may,124,1,167,failure
no,53,entrepreneur,tertiary,no,yes,yes,cellular,may,123,1,169,failure
no,38,management,tertiary,no,yes,yes,cellular,may,60,1,272,failure
no,32,services,secondary,no,yes,no,cellular,may,473,1,358,other
no,37,selfemployed,primary,no,yes,no,telephone,may,39,1,363,failure
no,42,management,primary,no,yes,yes,cellular,may,159,1,343,failure
no,29,unemployed,tertiary,no,no,no,cellular,may,51,1,179,failure
no,38,technician,secondary,no,yes,yes,cellular,may,285,2,254,other
no,46,bluecollar,primary,no,yes,no,cellular,may,29,1,356,failure
no,41,admin,primary,no,yes,no,cellular,may,184,2,323,failure
no,30,bluecollar,secondary,no,yes,no,cellular,may,231,1,363,failure
yes,36,management,tertiary,no,yes,no,cellular,may,839,2,188,success
no,47,admin,primary,no,yes,no,cellular,may,50,1,356,failure
no,30,services,primary,no,yes,no,cellular,may,457,1,358,other
no,33,services,tertiary,no,yes,no,cellular,may,451,1,350,other
no,35,bluecollar,secondary,no,yes,yes,cellular,may,317,1,363,failure
no,53,management,secondary,no,yes,no,cellular,may,135,2,289,failure
no,45,unemployed,secondary,no,yes,yes,cellular,may,156,2,169,failure
yes,32,admin,secondary,no,yes,no,cellular,may,519,2,166,failure
no,29,technician,tertiary,no,yes,yes,cellular,may,64,1,343,failure
no,29,technician,tertiary,no,yes,yes,cellular,may,827,1,329,failure
no,38,management,tertiary,no,yes,no,cellular,may,92,2,250,failure
no,28,unemployed,tertiary,no,yes,no,cellular,may,911,1,336,failure
no,36,management,tertiary,no,yes,no,cellular,may,317,1,169,failure
no,32,technician,secondary,no,yes,no,cellular,may,118,1,260,failure
no,47,selfemployed,tertiary,no,yes,no,cellular,may,323,2,364,failure
no,37,services,primary,yes,yes,yes,cellular,may,222,2,168,failure
no,54,admin,secondary,no,yes,no,cellular,may,322,2,343,failure
no,36,technician,secondary,no,yes,no,cellular,may,281,2,250,failure
no,27,student,secondary,no,yes,no,telephone,may,62,4,357,failure
no,40,bluecollar,primary,no,yes,no,cellular,may,350,2,344,failure
no,52,management,tertiary,no,yes,no,cellular,may,88,1,299,failure
no,29,bluecollar,unknown,no,yes,no,cellular,may,422,1,363,failure
no,25,bluecollar,secondary,no,yes,no,cellular,may,70,3,356,other
no,28,bluecollar,tertiary,no,yes,yes,cellular,may,523,2,363,failure
no,26,unemployed,secondary,no,yes,no,cellular,may,265,2,342,failure
no,51,management,tertiary,no,yes,no,cellular,may,102,2,355,failure
no,38,management,tertiary,no,yes,no,cellular,may,17,3,169,failure
no,41,technician,secondary,no,yes,no,cellular,may,606,3,335,other
no,39,unemployed,primary,no,yes,yes,cellular,may,232,2,363,failure
no,29,bluecollar,secondary,no,yes,yes,cellular,may,152,4,344,failure
no,38,technician,secondary,no,yes,no,cellular,may,437,4,345,failure
yes,40,management,tertiary,no,yes,yes,cellular,may,1074,4,344,failure
no,35,technician,tertiary,no,yes,no,cellular,may,157,3,254,failure
no,30,management,secondary,no,yes,yes,cellular,may,98,1,167,failure
no,50,admin,secondary,no,yes,no,cellular,may,149,1,357,failure
no,28,bluecollar,secondary,yes,yes,no,cellular,may,27,1,345,failure
no,56,admin,secondary,no,yes,no,telephone,may,45,1,342,failure
no,37,services,secondary,no,yes,yes,cellular,may,104,1,304,failure
no,27,bluecollar,secondary,no,yes,no,cellular,may,121,1,344,failure
no,29,admin,tertiary,no,yes,no,cellular,may,103,1,363,failure
no,53,selfemployed,tertiary,no,yes,no,cellular,may,84,1,343,other
no,30,technician,secondary,no,yes,no,cellular,may,131,1,338,other
no,56,bluecollar,secondary,no,yes,no,cellular,may,104,1,342,failure
no,35,bluecollar,secondary,no,yes,no,cellular,may,19,1,360,failure
no,35,technician,secondary,no,yes,yes,cellular,may,366,1,167,failure
no,34,technician,secondary,no,no,no,cellular,may,393,1,351,failure
no,32,services,secondary,no,yes,yes,cellular,may,383,1,339,other
no,32,bluecollar,secondary,no,yes,no,cellular,may,223,1,293,failure
yes,42,bluecollar,primary,no,yes,no,cellular,may,757,2,170,failure
no,38,technician,tertiary,no,yes,no,cellular,may,184,1,351,failure
no,38,admin,secondary,no,yes,no,cellular,may,429,1,170,other
no,28,services,secondary,no,yes,no,telephone,may,149,1,343,failure
no,36,entrepreneur,tertiary,no,yes,no,cellular,may,252,1,351,failure
no,33,bluecollar,primary,no,yes,no,cellular,may,159,1,346,failure
no,30,admin,secondary,no,yes,no,cellular,may,56,1,170,failure
no,24,admin,secondary,no,yes,yes,cellular,may,278,1,343,other
no,47,services,unknown,no,yes,no,cellular,may,50,1,171,failure
no,54,technician,secondary,no,yes,no,cellular,may,109,1,367,failure
no,53,management,tertiary,no,yes,yes,cellular,may,279,1,358,other
no,53,admin,primary,no,yes,no,cellular,may,176,1,322,other
no,37,bluecollar,primary,no,yes,no,cellular,may,569,1,297,failure
no,58,services,secondary,no,yes,no,cellular,may,161,1,324,failure
no,53,selfemployed,secondary,no,yes,no,cellular,may,57,2,170,failure
no,32,management,tertiary,no,yes,yes,cellular,may,447,2,346,failure
no,56,services,secondary,no,yes,yes,cellular,may,263,1,357,failure
no,29,bluecollar,secondary,no,no,no,cellular,may,142,1,353,failure
no,58,bluecollar,unknown,no,yes,no,cellular,may,57,1,366,failure
yes,51,admin,secondary,no,no,no,cellular,may,476,1,352,other
no,32,bluecollar,secondary,no,yes,no,cellular,may,103,2,349,failure
no,34,management,tertiary,no,no,no,cellular,may,156,1,177,success
no,51,services,tertiary,no,yes,no,cellular,may,154,3,363,failure
no,31,technician,secondary,no,no,no,cellular,may,356,2,286,failure
no,44,management,tertiary,no,no,no,cellular,may,97,2,171,failure
no,32,bluecollar,primary,no,yes,no,cellular,may,87,2,351,success
no,23,technician,unknown,no,yes,no,cellular,may,560,3,367,other
no,31,entrepreneur,tertiary,no,yes,no,cellular,may,295,1,168,other
no,40,unemployed,secondary,no,yes,no,cellular,may,195,1,357,failure
no,37,management,tertiary,yes,yes,yes,cellular,may,101,1,349,failure
yes,29,technician,tertiary,no,yes,no,cellular,may,347,2,337,failure
no,36,bluecollar,primary,no,yes,no,cellular,may,100,4,358,failure
yes,43,management,tertiary,no,yes,no,cellular,may,1030,1,169,success
no,38,services,primary,no,yes,yes,cellular,may,127,1,171,other
no,36,management,tertiary,no,yes,no,cellular,may,160,2,360,failure
no,40,bluecollar,secondary,no,yes,yes,cellular,may,1254,3,365,failure
no,46,bluecollar,secondary,no,yes,no,cellular,may,33,3,359,failure
no,47,entrepreneur,tertiary,no,yes,yes,cellular,may,308,1,335,failure
no,47,management,tertiary,no,yes,no,cellular,may,50,2,359,failure
no,58,management,tertiary,no,yes,no,cellular,may,245,2,288,failure
no,38,management,unknown,no,yes,no,cellular,may,437,3,351,failure
no,27,student,secondary,no,no,no,cellular,may,458,2,349,other
no,56,technician,secondary,no,yes,yes,cellular,may,639,2,280,success
no,27,bluecollar,secondary,yes,yes,yes,cellular,may,202,2,349,other
no,57,services,secondary,no,yes,no,telephone,may,908,2,357,other
no,32,bluecollar,secondary,no,yes,no,cellular,may,275,2,342,other
no,55,retired,secondary,no,yes,no,telephone,may,79,2,360,other
no,32,technician,tertiary,no,yes,yes,cellular,may,217,2,351,other
no,38,entrepreneur,unknown,no,yes,no,cellular,may,249,4,332,failure
no,37,management,tertiary,no,yes,no,cellular,may,181,2,255,failure
no,39,services,secondary,no,yes,no,cellular,may,432,3,363,other
no,33,technician,secondary,no,yes,no,cellular,may,263,2,294,success
no,27,housemaid,tertiary,no,yes,no,cellular,may,272,4,357,other
yes,45,services,secondary,no,yes,yes,cellular,may,1135,3,323,failure
no,43,admin,secondary,no,yes,no,cellular,may,274,3,358,failure
no,50,bluecollar,secondary,no,yes,no,cellular,may,245,5,366,failure
yes,45,bluecollar,secondary,no,yes,no,cellular,may,878,3,170,failure
no,34,bluecollar,primary,no,yes,no,cellular,may,208,1,357,failure
no,28,services,secondary,no,yes,no,cellular,may,148,5,336,other
no,37,services,secondary,no,yes,no,cellular,may,182,2,169,failure
no,35,management,tertiary,no,yes,no,cellular,may,209,3,367,other
no,43,management,tertiary,no,yes,no,telephone,may,142,3,358,failure
no,57,management,tertiary,no,yes,no,cellular,may,40,3,359,other
yes,39,admin,secondary,no,yes,no,cellular,may,491,2,344,failure
no,31,management,tertiary,no,yes,no,cellular,may,127,1,170,failure
no,39,admin,secondary,no,yes,no,cellular,may,104,1,170,failure
no,40,selfemployed,secondary,no,yes,yes,cellular,may,380,4,295,failure
no,56,admin,unknown,no,yes,no,cellular,may,1022,1,360,failure
no,34,technician,secondary,no,yes,no,cellular,may,106,1,288,failure
no,34,management,tertiary,no,yes,no,cellular,may,285,1,170,failure
no,49,services,secondary,no,yes,yes,cellular,may,134,1,256,failure
no,23,bluecollar,secondary,no,yes,no,cellular,may,6,5,350,failure
no,37,technician,secondary,no,yes,no,cellular,may,268,1,281,other
no,44,technician,secondary,no,yes,yes,cellular,may,364,1,262,failure
no,51,bluecollar,secondary,no,yes,no,cellular,may,134,1,170,failure
no,38,bluecollar,secondary,no,yes,no,cellular,may,86,1,366,failure
no,46,management,secondary,no,no,no,cellular,may,99,3,343,other
no,44,admin,secondary,yes,yes,no,cellular,may,105,1,347,failure
no,46,bluecollar,secondary,no,yes,no,cellular,may,445,2,303,failure
no,35,bluecollar,secondary,no,yes,no,cellular,may,237,1,368,other
no,35,services,secondary,no,yes,yes,cellular,may,197,1,350,failure
no,45,technician,secondary,no,no,no,cellular,may,166,1,340,failure
no,41,services,secondary,no,yes,no,cellular,may,520,2,343,other
no,43,technician,secondary,no,no,yes,cellular,may,9,2,172,failure
no,52,bluecollar,secondary,no,yes,no,cellular,may,191,2,368,failure
no,46,entrepreneur,secondary,no,yes,no,cellular,may,78,1,359,failure
no,42,bluecollar,primary,no,yes,no,cellular,may,18,1,366,failure
no,50,entrepreneur,primary,no,yes,no,cellular,may,99,1,339,other
no,40,services,unknown,no,yes,no,cellular,may,272,1,364,failure
no,45,admin,unknown,no,yes,no,cellular,may,154,2,350,failure
no,38,selfemployed,primary,no,yes,no,cellular,may,124,2,353,other
no,48,admin,unknown,no,yes,no,cellular,may,85,1,168,failure
no,46,management,tertiary,no,yes,no,cellular,may,462,1,359,failure
no,41,unemployed,secondary,no,yes,no,cellular,may,103,2,344,failure
no,37,management,tertiary,no,yes,no,cellular,may,137,1,340,failure
no,46,services,secondary,no,yes,no,cellular,may,122,2,338,other
no,31,bluecollar,secondary,no,yes,no,cellular,may,154,3,367,failure
no,40,bluecollar,secondary,no,yes,no,cellular,may,55,2,298,failure
yes,47,retired,primary,no,no,yes,telephone,may,479,2,359,failure
no,43,bluecollar,secondary,no,yes,no,cellular,may,216,2,368,failure
no,37,services,secondary,no,yes,no,cellular,may,348,4,350,other
no,39,admin,secondary,no,yes,no,telephone,may,283,3,296,failure
no,32,bluecollar,secondary,no,yes,no,telephone,may,265,4,337,failure
no,36,bluecollar,secondary,no,yes,no,cellular,may,263,1,171,failure
no,41,bluecollar,secondary,no,yes,no,telephone,may,546,3,368,failure
no,42,management,secondary,no,yes,no,cellular,may,288,3,172,failure
no,34,admin,secondary,no,yes,no,cellular,may,81,2,365,failure
no,34,management,tertiary,no,yes,no,cellular,may,15,8,270,other
no,41,selfemployed,tertiary,no,yes,no,cellular,may,573,1,28,other
no,60,admin,secondary,no,yes,no,cellular,may,443,1,350,failure
no,40,bluecollar,secondary,no,yes,no,cellular,may,431,1,172,failure
no,47,technician,secondary,no,yes,yes,cellular,may,502,1,343,failure
no,35,management,secondary,no,yes,no,cellular,may,7,5,171,failure
no,50,admin,secondary,no,yes,no,cellular,may,106,1,278,failure
no,35,technician,tertiary,no,yes,no,cellular,may,66,3,173,failure
no,37,bluecollar,primary,no,no,no,telephone,may,108,2,306,failure
no,38,bluecollar,secondary,no,yes,no,cellular,may,580,1,173,failure
no,39,entrepreneur,tertiary,no,no,yes,cellular,may,128,3,371,failure
no,38,retired,unknown,no,no,no,cellular,may,94,1,350,other
no,41,bluecollar,primary,no,yes,no,telephone,may,65,1,356,failure
yes,36,entrepreneur,secondary,no,yes,no,cellular,may,629,1,173,failure
no,32,technician,secondary,no,yes,no,cellular,may,214,2,276,failure
no,39,admin,secondary,no,yes,no,cellular,may,279,1,370,failure
no,36,bluecollar,secondary,no,no,no,cellular,may,254,2,353,failure
no,33,services,secondary,no,yes,yes,cellular,may,220,1,339,failure
no,43,services,unknown,no,yes,no,cellular,may,277,1,301,failure
no,55,admin,tertiary,no,yes,no,cellular,may,51,1,305,failure
no,39,technician,secondary,no,yes,no,cellular,may,369,2,350,failure
no,49,bluecollar,primary,no,yes,yes,cellular,may,568,1,285,other
yes,49,bluecollar,primary,no,yes,no,cellular,may,701,1,362,success
no,33,bluecollar,secondary,no,no,no,cellular,may,231,1,350,failure
no,35,services,secondary,no,yes,no,cellular,may,219,1,173,failure
no,48,services,secondary,no,yes,no,cellular,may,199,1,326,other
no,34,bluecollar,secondary,no,yes,no,cellular,may,216,1,370,failure
no,37,services,secondary,no,yes,no,cellular,may,222,2,300,failure
no,38,admin,secondary,no,yes,yes,cellular,may,225,1,347,failure
no,40,technician,secondary,no,yes,yes,cellular,may,154,1,305,failure
no,42,management,secondary,no,yes,no,cellular,may,465,1,364,other
no,48,admin,secondary,no,yes,no,cellular,may,123,2,343,other
no,47,entrepreneur,unknown,no,yes,no,cellular,may,70,8,339,other
no,50,admin,secondary,no,yes,no,cellular,may,124,1,369,failure
no,27,bluecollar,secondary,no,yes,no,cellular,may,177,4,367,failure
no,52,services,secondary,no,yes,yes,cellular,may,124,2,347,failure
no,31,selfemployed,secondary,no,yes,no,cellular,may,239,3,172,failure
no,38,management,tertiary,no,yes,no,cellular,may,148,1,367,failure
no,50,entrepreneur,primary,no,no,no,cellular,may,228,2,363,failure
no,39,technician,secondary,no,yes,no,cellular,may,758,1,347,failure
no,35,bluecollar,primary,no,yes,no,cellular,may,77,1,350,failure
no,56,retired,secondary,no,yes,no,telephone,may,267,1,369,failure
no,37,admin,secondary,no,yes,no,cellular,may,288,1,360,failure
no,47,technician,secondary,no,yes,no,cellular,may,261,1,369,failure
no,43,bluecollar,primary,no,yes,no,telephone,may,176,1,284,other
no,39,services,secondary,no,yes,yes,cellular,may,204,1,336,failure
no,48,bluecollar,secondary,no,yes,no,cellular,may,232,2,347,failure
no,41,bluecollar,secondary,no,yes,no,cellular,may,306,2,347,other
no,38,bluecollar,secondary,no,yes,no,cellular,may,776,4,349,other
no,34,admin,secondary,no,yes,no,cellular,may,150,2,364,failure
no,39,bluecollar,secondary,no,yes,no,cellular,may,275,2,307,other
no,48,bluecollar,primary,no,yes,no,cellular,may,66,4,173,other
no,33,management,tertiary,no,yes,no,cellular,may,400,1,173,failure
no,39,technician,secondary,no,yes,no,cellular,may,147,3,342,failure
no,50,bluecollar,primary,no,yes,no,cellular,may,445,2,299,other
no,35,management,tertiary,no,yes,no,cellular,may,155,2,173,failure
no,48,services,secondary,yes,yes,no,cellular,may,410,2,292,failure
no,49,management,secondary,no,yes,no,cellular,may,217,3,264,failure
no,50,entrepreneur,tertiary,no,yes,no,cellular,may,258,4,329,failure
no,45,services,secondary,no,yes,no,cellular,may,211,2,347,failure
no,44,bluecollar,primary,no,yes,no,cellular,may,772,2,357,failure
yes,39,management,tertiary,no,yes,no,cellular,may,877,7,300,other
no,35,bluecollar,primary,no,yes,no,cellular,may,301,2,298,failure
no,50,bluecollar,primary,no,yes,no,cellular,may,503,3,339,failure
no,43,bluecollar,primary,no,yes,no,cellular,may,48,3,285,failure
no,31,unemployed,secondary,no,yes,no,cellular,may,278,2,370,other
no,40,technician,secondary,no,yes,no,telephone,may,34,12,347,other
no,50,selfemployed,secondary,no,yes,no,telephone,may,352,2,175,other
no,59,entrepreneur,tertiary,no,yes,no,cellular,may,97,3,365,failure
no,34,bluecollar,secondary,no,yes,yes,cellular,may,34,2,288,failure
no,58,retired,secondary,no,yes,no,cellular,may,197,2,370,failure
no,26,student,tertiary,no,yes,no,cellular,may,42,1,292,other
no,41,bluecollar,primary,no,yes,no,cellular,may,150,4,330,other
no,34,retired,secondary,no,no,no,cellular,may,99,1,370,failure
no,41,bluecollar,primary,no,yes,no,cellular,may,25,1,309,failure
no,32,admin,tertiary,no,yes,no,cellular,may,69,1,361,failure
yes,38,housemaid,primary,no,yes,no,cellular,may,1203,1,306,failure
no,55,bluecollar,primary,no,yes,no,cellular,may,64,4,371,failure
yes,39,services,secondary,no,yes,yes,cellular,may,658,1,351,failure
no,34,services,secondary,no,yes,no,cellular,may,377,1,357,failure
no,38,admin,secondary,no,yes,no,cellular,may,366,1,172,success
no,45,bluecollar,primary,no,yes,yes,cellular,may,63,5,370,other
no,31,housemaid,tertiary,no,yes,no,telephone,may,25,6,258,other
no,41,bluecollar,secondary,no,yes,no,cellular,may,69,3,364,failure
no,43,admin,secondary,no,yes,yes,cellular,may,43,3,369,failure
no,33,bluecollar,secondary,no,yes,no,telephone,may,139,4,371,other
no,30,admin,secondary,no,yes,no,cellular,may,342,1,354,failure
no,43,bluecollar,primary,no,yes,no,cellular,may,58,3,347,failure
no,54,services,secondary,no,yes,no,cellular,may,33,3,175,other
no,49,management,tertiary,no,yes,no,cellular,may,337,1,309,failure
no,30,selfemployed,secondary,no,yes,no,cellular,may,109,1,351,other
no,44,bluecollar,primary,no,yes,no,cellular,may,79,1,329,failure
no,34,bluecollar,secondary,no,yes,no,cellular,may,196,2,357,failure
no,46,bluecollar,secondary,no,yes,no,cellular,may,211,1,364,failure
no,49,technician,secondary,no,yes,no,cellular,may,816,1,342,failure
no,30,services,secondary,no,yes,no,cellular,may,74,3,301,other
no,52,admin,secondary,no,yes,yes,cellular,may,65,2,285,failure
